kdrg_code,kdrg_name,aadrg_code,aadrg_name,partition,mdc_code,cc_level,relative_weight,arithmetic_mean_los
L6035,"급성 신부전, 혈액투석 및 복막투석(신장조직 검사 미시행) - 특수1",L603,"급성 신부전, 혈액투석 및 복막투석(신장조직 검사 미시행)",M,,5,0.0,0.0
L6036,"급성 신부전, 혈액투석 및 복막투석(신장조직 검사 미시행) - 특수2",L603,"급성 신부전, 혈액투석 및 복막투석(신장조직 검사 미시행)",M,,6,0.0,0.0
L6037,"급성 신부전, 혈액투석 및 복막투석(신장조직 검사 미시행) - 특수3",L603,"급성 신부전, 혈액투석 및 복막투석(신장조직 검사 미시행)",M,,7,0.0,0.0
L6038,"급성 신부전, 혈액투석 및 복막투석(신장조직 검사 미시행) - 특수4",L603,"급성 신부전, 혈액투석 및 복막투석(신장조직 검사 미시행)",M,,8,0.0,0.0
L6039,"급성 신부전, 혈액투석 및 복막투석(신장조직 검사 미시행) - 특수5",L603,"급성 신부전, 혈액투석 및 복막투석(신장조직 검사 미시행)",M,,9,0.0,0.0
L6040,급성 신부전(신대체 요법 미시행),L604,급성 신부전(신대체 요법 미시행),M,,0,0.0,0.0
L6041,급성 신부전(신대체 요법 미시행) - 경도,L604,급성 신부전(신대체 요법 미시행),M,,1,0.0,0.0
L6042,급성 신부전(신대체 요법 미시행) - 중등도,L604,급성 신부전(신대체 요법 미시행),M,,2,0.0,0.0
L6043,급성 신부전(신대체 요법 미시행) - 중증,L604,급성 신부전(신대체 요법 미시행),M,,3,0.0,0.0
L6044,급성 신부전(신대체 요법 미시행) - 최중증,L604,급성 신부전(신대체 요법 미시행),M,,4,0.0,0.0
L6045,급성 신부전(신대체 요법 미시행) - 특수1,L604,급성 신부전(신대체 요법 미시행),M,,5,0.0,0.0
L6046,급성 신부전(신대체 요법 미시행) - 특수2,L604,급성 신부전(신대체 요법 미시행),M,,6,0.0,0.0
L6047,급성 신부전(신대체 요법 미시행) - 특수3,L604,급성 신부전(신대체 요법 미시행),M,,7,0.0,0.0
L6048,급성 신부전(신대체 요법 미시행) - 특수4,L604,급성 신부전(신대체 요법 미시행),M,,8,0.0,0.0
L6049,급성 신부전(신대체 요법 미시행) - 특수5,L604,급성 신부전(신대체 요법 미시행),M,,9,0.0,0.0
L6110,"만성 신부전, 복막투석",L611,"만성 신부전, 복막투석",M,,0,0.0,0.0
L6111,"만성 신부전, 복막투석 - 경도",L611,"만성 신부전, 복막투석",M,,1,0.0,0.0
L6112,"만성 신부전, 복막투석 - 중등도",L611,"만성 신부전, 복막투석",M,,2,0.0,0.0
L6113,"만성 신부전, 복막투석 - 중증",L611,"만성 신부전, 복막투석",M,,3,0.0,0.0
L6114,"만성 신부전, 복막투석 - 최중증",L611,"만성 신부전, 복막투석",M,,4,0.0,0.0
L6115,"만성 신부전, 복막투석 - 특수1",L611,"만성 신부전, 복막투석",M,,5,0.0,0.0
L6116,"만성 신부전, 복막투석 - 특수2",L611,"만성 신부전, 복막투석",M,,6,0.0,0.0
L6117,"만성 신부전, 복막투석 - 특수3",L611,"만성 신부전, 복막투석",M,,7,0.0,0.0
L6118,"만성 신부전, 복막투석 - 특수4",L611,"만성 신부전, 복막투석",M,,8,0.0,0.0
L6119,"만성 신부전, 복막투석 - 특수5",L611,"만성 신부전, 복막투석",M,,9,0.0,0.0
L6120,"만성 신부전, 혈액투석",L612,"만성 신부전, 혈액투석",M,,0,0.0,0.0
L6121,"만성 신부전, 혈액투석 - 경도",L612,"만성 신부전, 혈액투석",M,,1,0.0,0.0
L6122,"만성 신부전, 혈액투석 - 중등도",L612,"만성 신부전, 혈액투석",M,,2,0.0,0.0
L6123,"만성 신부전, 혈액투석 - 중증",L612,"만성 신부전, 혈액투석",M,,3,0.0,0.0
L6124,"만성 신부전, 혈액투석 - 최중증",L612,"만성 신부전, 혈액투석",M,,4,0.0,0.0
L6125,"만성 신부전, 혈액투석 - 특수1",L612,"만성 신부전, 혈액투석",M,,5,0.0,0.0
L6126,"만성 신부전, 혈액투석 - 특수2",L612,"만성 신부전, 혈액투석",M,,6,0.0,0.0
L6127,"만성 신부전, 혈액투석 - 특수3",L612,"만성 신부전, 혈액투석",M,,7,0.0,0.0
L6128,"만성 신부전, 혈액투석 - 특수4",L612,"만성 신부전, 혈액투석",M,,8,0.0,0.0
L6129,"만성 신부전, 혈액투석 - 특수5",L612,"만성 신부전, 혈액투석",M,,9,0.0,0.0
L6130,만성 신부전(신대체 요법 미시행),L613,만성 신부전(신대체 요법 미시행),M,,0,0.0,0.0
L6131,만성 신부전(신대체 요법 미시행) - 경도,L613,만성 신부전(신대체 요법 미시행),M,,1,0.0,0.0
L6132,만성 신부전(신대체 요법 미시행) - 중등도,L613,만성 신부전(신대체 요법 미시행),M,,2,0.0,0.0
L6133,만성 신부전(신대체 요법 미시행) - 중증,L613,만성 신부전(신대체 요법 미시행),M,,3,0.0,0.0
L6134,만성 신부전(신대체 요법 미시행) - 최중증,L613,만성 신부전(신대체 요법 미시행),M,,4,0.0,0.0
L6135,만성 신부전(신대체 요법 미시행) - 특수1,L613,만성 신부전(신대체 요법 미시행),M,,5,0.0,0.0
L6136,만성 신부전(신대체 요법 미시행) - 특수2,L613,만성 신부전(신대체 요법 미시행),M,,6,0.0,0.0
L6137,만성 신부전(신대체 요법 미시행) - 특수3,L613,만성 신부전(신대체 요법 미시행),M,,7,0.0,0.0
L6138,만성 신부전(신대체 요법 미시행) - 특수4,L613,만성 신부전(신대체 요법 미시행),M,,8,0.0,0.0
L6139,만성 신부전(신대체 요법 미시행) - 특수5,L613,만성 신부전(신대체 요법 미시행),M,,9,0.0,0.0
L6210,비감염성 신질환(신장조직 검사 시행),L621,비감염성 신질환(신장조직 검사 시행),M,,0,0.0,0.0
L6211,비감염성 신질환(신장조직 검사 시행) - 경도,L621,비감염성 신질환(신장조직 검사 시행),M,,1,0.0,0.0
L6212,비감염성 신질환(신장조직 검사 시행) - 중등도,L621,비감염성 신질환(신장조직 검사 시행),M,,2,0.0,0.0
L6213,비감염성 신질환(신장조직 검사 시행) - 중증,L621,비감염성 신질환(신장조직 검사 시행),M,,3,0.0,0.0
L6214,비감염성 신질환(신장조직 검사 시행) - 최중증,L621,비감염성 신질환(신장조직 검사 시행),M,,4,0.0,0.0
L6215,비감염성 신질환(신장조직 검사 시행) - 특수1,L621,비감염성 신질환(신장조직 검사 시행),M,,5,0.0,0.0
L6216,비감염성 신질환(신장조직 검사 시행) - 특수2,L621,비감염성 신질환(신장조직 검사 시행),M,,6,0.0,0.0
L6217,비감염성 신질환(신장조직 검사 시행) - 특수3,L621,비감염성 신질환(신장조직 검사 시행),M,,7,0.0,0.0
L6218,비감염성 신질환(신장조직 검사 시행) - 특수4,L621,비감염성 신질환(신장조직 검사 시행),M,,8,0.0,0.0
L6219,비감염성 신질환(신장조직 검사 시행) - 특수5,L621,비감염성 신질환(신장조직 검사 시행),M,,9,0.0,0.0
L6220,비감염성 신질환(신장조직 검사 미시행),L622,비감염성 신질환(신장조직 검사 미시행),M,,0,0.0,0.0
L6221,비감염성 신질환(신장조직 검사 미시행) - 경도,L622,비감염성 신질환(신장조직 검사 미시행),M,,1,0.0,0.0
L6222,비감염성 신질환(신장조직 검사 미시행) - 중등도,L622,비감염성 신질환(신장조직 검사 미시행),M,,2,0.0,0.0
L6223,비감염성 신질환(신장조직 검사 미시행) - 중증,L622,비감염성 신질환(신장조직 검사 미시행),M,,3,0.0,0.0
L6224,비감염성 신질환(신장조직 검사 미시행) - 최중증,L622,비감염성 신질환(신장조직 검사 미시행),M,,4,0.0,0.0
L6225,비감염성 신질환(신장조직 검사 미시행) - 특수1,L622,비감염성 신질환(신장조직 검사 미시행),M,,5,0.0,0.0
L6226,비감염성 신질환(신장조직 검사 미시행) - 특수2,L622,비감염성 신질환(신장조직 검사 미시행),M,,6,0.0,0.0
L6227,비감염성 신질환(신장조직 검사 미시행) - 특수3,L622,비감염성 신질환(신장조직 검사 미시행),M,,7,0.0,0.0
L6228,비감염성 신질환(신장조직 검사 미시행) - 특수4,L622,비감염성 신질환(신장조직 검사 미시행),M,,8,0.0,0.0
L6229,비감염성 신질환(신장조직 검사 미시행) - 특수5,L622,비감염성 신질환(신장조직 검사 미시행),M,,9,0.0,0.0
L6310,신장 및 요로 신생물(방사선치료를 받은 경우),L631,신장 및 요로 신생물(방사선치료를 받은 경우),M,,0,0.0,0.0
L6311,신장 및 요로 신생물(방사선치료를 받은 경우) - 경도,L631,신장 및 요로 신생물(방사선치료를 받은 경우),M,,1,0.0,0.0
L6312,신장 및 요로 신생물(방사선치료를 받은 경우) - 중등도,L631,신장 및 요로 신생물(방사선치료를 받은 경우),M,,2,0.0,0.0
L6313,신장 및 요로 신생물(방사선치료를 받은 경우) - 중증,L631,신장 및 요로 신생물(방사선치료를 받은 경우),M,,3,0.0,0.0
L6314,신장 및 요로 신생물(방사선치료를 받은 경우) - 최중증,L631,신장 및 요로 신생물(방사선치료를 받은 경우),M,,4,0.0,0.0
L6315,신장 및 요로 신생물(방사선치료를 받은 경우) - 특수1,L631,신장 및 요로 신생물(방사선치료를 받은 경우),M,,5,0.0,0.0
L6316,신장 및 요로 신생물(방사선치료를 받은 경우) - 특수2,L631,신장 및 요로 신생물(방사선치료를 받은 경우),M,,6,0.0,0.0
L6317,신장 및 요로 신생물(방사선치료를 받은 경우) - 특수3,L631,신장 및 요로 신생물(방사선치료를 받은 경우),M,,7,0.0,0.0
L6318,신장 및 요로 신생물(방사선치료를 받은 경우) - 특수4,L631,신장 및 요로 신생물(방사선치료를 받은 경우),M,,8,0.0,0.0
L6319,신장 및 요로 신생물(방사선치료를 받은 경우) - 특수5,L631,신장 및 요로 신생물(방사선치료를 받은 경우),M,,9,0.0,0.0
L6320,신장 및 요로 신생물(화학요법을 받은 경우),L632,신장 및 요로 신생물(화학요법을 받은 경우),M,,0,0.0,0.0
L6321,신장 및 요로 신생물(화학요법을 받은 경우) - 경도,L632,신장 및 요로 신생물(화학요법을 받은 경우),M,,1,0.0,0.0
L6322,신장 및 요로 신생물(화학요법을 받은 경우) - 중등도,L632,신장 및 요로 신생물(화학요법을 받은 경우),M,,2,0.0,0.0
L6323,신장 및 요로 신생물(화학요법을 받은 경우) - 중증,L632,신장 및 요로 신생물(화학요법을 받은 경우),M,,3,0.0,0.0
L6324,신장 및 요로 신생물(화학요법을 받은 경우) - 최중증,L632,신장 및 요로 신생물(화학요법을 받은 경우),M,,4,0.0,0.0
L6325,신장 및 요로 신생물(화학요법을 받은 경우) - 특수1,L632,신장 및 요로 신생물(화학요법을 받은 경우),M,,5,0.0,0.0
L6326,신장 및 요로 신생물(화학요법을 받은 경우) - 특수2,L632,신장 및 요로 신생물(화학요법을 받은 경우),M,,6,0.0,0.0
L6327,신장 및 요로 신생물(화학요법을 받은 경우) - 특수3,L632,신장 및 요로 신생물(화학요법을 받은 경우),M,,7,0.0,0.0
L6328,신장 및 요로 신생물(화학요법을 받은 경우) - 특수4,L632,신장 및 요로 신생물(화학요법을 받은 경우),M,,8,0.0,0.0
L6329,신장 및 요로 신생물(화학요법을 받은 경우) - 특수5,L632,신장 및 요로 신생물(화학요법을 받은 경우),M,,9,0.0,0.0
L6330,신장 및 요로 신생물(방사선치료 및 화학요법을 받지 않은 경우),L633,신장 및 요로 신생물(방사선치료 및 화학요법을 받지 않은 경우),M,,0,0.0,0.0
L6331,신장 및 요로 신생물(방사선치료 및 화학요법을 받지 않은 경우) - 경도,L633,신장 및 요로 신생물(방사선치료 및 화학요법을 받지 않은 경우),M,,1,0.0,0.0
L6332,신장 및 요로 신생물(방사선치료 및 화학요법을 받지 않은 경우) - 중등도,L633,신장 및 요로 신생물(방사선치료 및 화학요법을 받지 않은 경우),M,,2,0.0,0.0
L6333,신장 및 요로 신생물(방사선치료 및 화학요법을 받지 않은 경우) - 중증,L633,신장 및 요로 신생물(방사선치료 및 화학요법을 받지 않은 경우),M,,3,0.0,0.0
L6334,신장 및 요로 신생물(방사선치료 및 화학요법을 받지 않은 경우) - 최중증,L633,신장 및 요로 신생물(방사선치료 및 화학요법을 받지 않은 경우),M,,4,0.0,0.0
L6335,신장 및 요로 신생물(방사선치료 및 화학요법을 받지 않은 경우) - 특수1,L633,신장 및 요로 신생물(방사선치료 및 화학요법을 받지 않은 경우),M,,5,0.0,0.0
L6336,신장 및 요로 신생물(방사선치료 및 화학요법을 받지 않은 경우) - 특수2,L633,신장 및 요로 신생물(방사선치료 및 화학요법을 받지 않은 경우),M,,6,0.0,0.0
L6337,신장 및 요로 신생물(방사선치료 및 화학요법을 받지 않은 경우) - 특수3,L633,신장 및 요로 신생물(방사선치료 및 화학요법을 받지 않은 경우),M,,7,0.0,0.0
L6338,신장 및 요로 신생물(방사선치료 및 화학요법을 받지 않은 경우) - 특수4,L633,신장 및 요로 신생물(방사선치료 및 화학요법을 받지 않은 경우),M,,8,0.0,0.0
L6339,신장 및 요로 신생물(방사선치료 및 화학요법을 받지 않은 경우) - 특수5,L633,신장 및 요로 신생물(방사선치료 및 화학요법을 받지 않은 경우),M,,9,0.0,0.0
L6410,합병증을 동반한 신장 및 상부 요로 감염,L641,합병증을 동반한 신장 및 상부 요로 감염,M,,0,0.0,0.0
L6411,합병증을 동반한 신장 및 상부 요로 감염 - 경도,L641,합병증을 동반한 신장 및 상부 요로 감염,M,,1,0.0,0.0
L6412,합병증을 동반한 신장 및 상부 요로 감염 - 중등도,L641,합병증을 동반한 신장 및 상부 요로 감염,M,,2,0.0,0.0
L6413,합병증을 동반한 신장 및 상부 요로 감염 - 중증,L641,합병증을 동반한 신장 및 상부 요로 감염,M,,3,0.0,0.0
L6414,합병증을 동반한 신장 및 상부 요로 감염 - 최중증,L641,합병증을 동반한 신장 및 상부 요로 감염,M,,4,0.0,0.0
L6415,합병증을 동반한 신장 및 상부 요로 감염 - 특수1,L641,합병증을 동반한 신장 및 상부 요로 감염,M,,5,0.0,0.0
L6416,합병증을 동반한 신장 및 상부 요로 감염 - 특수2,L641,합병증을 동반한 신장 및 상부 요로 감염,M,,6,0.0,0.0
L6417,합병증을 동반한 신장 및 상부 요로 감염 - 특수3,L641,합병증을 동반한 신장 및 상부 요로 감염,M,,7,0.0,0.0
L6418,합병증을 동반한 신장 및 상부 요로 감염 - 특수4,L641,합병증을 동반한 신장 및 상부 요로 감염,M,,8,0.0,0.0
L6419,합병증을 동반한 신장 및 상부 요로 감염 - 특수5,L641,합병증을 동반한 신장 및 상부 요로 감염,M,,9,0.0,0.0
L6420,합병증을 동반하지 않은 신장 및 상부 요로 감염,L642,합병증을 동반하지 않은 신장 및 상부 요로 감염,M,,0,0.0,0.0
L6421,합병증을 동반하지 않은 신장 및 상부 요로 감염 - 경도,L642,합병증을 동반하지 않은 신장 및 상부 요로 감염,M,,1,0.0,0.0
L6422,합병증을 동반하지 않은 신장 및 상부 요로 감염 - 중등도,L642,합병증을 동반하지 않은 신장 및 상부 요로 감염,M,,2,0.0,0.0
L6423,합병증을 동반하지 않은 신장 및 상부 요로 감염 - 중증,L642,합병증을 동반하지 않은 신장 및 상부 요로 감염,M,,3,0.0,0.0
L6424,합병증을 동반하지 않은 신장 및 상부 요로 감염 - 최중증,L642,합병증을 동반하지 않은 신장 및 상부 요로 감염,M,,4,0.0,0.0
L6425,합병증을 동반하지 않은 신장 및 상부 요로 감염 - 특수1,L642,합병증을 동반하지 않은 신장 및 상부 요로 감염,M,,5,0.0,0.0
L6426,합병증을 동반하지 않은 신장 및 상부 요로 감염 - 특수2,L642,합병증을 동반하지 않은 신장 및 상부 요로 감염,M,,6,0.0,0.0
L6427,합병증을 동반하지 않은 신장 및 상부 요로 감염 - 특수3,L642,합병증을 동반하지 않은 신장 및 상부 요로 감염,M,,7,0.0,0.0
L6428,합병증을 동반하지 않은 신장 및 상부 요로 감염 - 특수4,L642,합병증을 동반하지 않은 신장 및 상부 요로 감염,M,,8,0.0,0.0
L6429,합병증을 동반하지 않은 신장 및 상부 요로 감염 - 특수5,L642,합병증을 동반하지 않은 신장 및 상부 요로 감염,M,,9,0.0,0.0
L6430,하부 요로 감염,L643,하부 요로 감염,M,,0,0.0,0.0
L6431,하부 요로 감염 - 경도,L643,하부 요로 감염,M,,1,0.0,0.0
L6432,하부 요로 감염 - 중등도,L643,하부 요로 감염,M,,2,0.0,0.0
L6433,하부 요로 감염 - 중증,L643,하부 요로 감염,M,,3,0.0,0.0
L6434,하부 요로 감염 - 최중증,L643,하부 요로 감염,M,,4,0.0,0.0
L6435,하부 요로 감염 - 특수1,L643,하부 요로 감염,M,,5,0.0,0.0
L6436,하부 요로 감염 - 특수2,L643,하부 요로 감염,M,,6,0.0,0.0
L6437,하부 요로 감염 - 특수3,L643,하부 요로 감염,M,,7,0.0,0.0
L6438,하부 요로 감염 - 특수4,L643,하부 요로 감염,M,,8,0.0,0.0
L6439,하부 요로 감염 - 특수5,L643,하부 요로 감염,M,,9,0.0,0.0
L6500,요로 결석 및 폐쇄,L650,요로 결석 및 폐쇄,M,,0,0.0,0.0
L6501,요로 결석 및 폐쇄 - 경도,L650,요로 결석 및 폐쇄,M,,1,0.0,0.0
L6502,요로 결석 및 폐쇄 - 중등도,L650,요로 결석 및 폐쇄,M,,2,0.0,0.0
L6503,요로 결석 및 폐쇄 - 중증,L650,요로 결석 및 폐쇄,M,,3,0.0,0.0
L6504,요로 결석 및 폐쇄 - 최중증,L650,요로 결석 및 폐쇄,M,,4,0.0,0.0
L6505,요로 결석 및 폐쇄 - 특수1,L650,요로 결석 및 폐쇄,M,,5,0.0,0.0
L6506,요로 결석 및 폐쇄 - 특수2,L650,요로 결석 및 폐쇄,M,,6,0.0,0.0
L6507,요로 결석 및 폐쇄 - 특수3,L650,요로 결석 및 폐쇄,M,,7,0.0,0.0
L6508,요로 결석 및 폐쇄 - 특수4,L650,요로 결석 및 폐쇄,M,,8,0.0,0.0
L6509,요로 결석 및 폐쇄 - 특수5,L650,요로 결석 및 폐쇄,M,,9,0.0,0.0
L6610,신장 및 요로 징후 및 증상(신장조직 검사 시행),L661,신장 및 요로 징후 및 증상(신장조직 검사 시행),M,,0,0.0,0.0
L6611,신장 및 요로 징후 및 증상(신장조직 검사 시행) - 경도,L661,신장 및 요로 징후 및 증상(신장조직 검사 시행),M,,1,0.0,0.0
L6612,신장 및 요로 징후 및 증상(신장조직 검사 시행) - 중등도,L661,신장 및 요로 징후 및 증상(신장조직 검사 시행),M,,2,0.0,0.0
L6613,신장 및 요로 징후 및 증상(신장조직 검사 시행) - 중증,L661,신장 및 요로 징후 및 증상(신장조직 검사 시행),M,,3,0.0,0.0
L6614,신장 및 요로 징후 및 증상(신장조직 검사 시행) - 최중증,L661,신장 및 요로 징후 및 증상(신장조직 검사 시행),M,,4,0.0,0.0
L6615,신장 및 요로 징후 및 증상(신장조직 검사 시행) - 특수1,L661,신장 및 요로 징후 및 증상(신장조직 검사 시행),M,,5,0.0,0.0
L6616,신장 및 요로 징후 및 증상(신장조직 검사 시행) - 특수2,L661,신장 및 요로 징후 및 증상(신장조직 검사 시행),M,,6,0.0,0.0
L6617,신장 및 요로 징후 및 증상(신장조직 검사 시행) - 특수3,L661,신장 및 요로 징후 및 증상(신장조직 검사 시행),M,,7,0.0,0.0
L6618,신장 및 요로 징후 및 증상(신장조직 검사 시행) - 특수4,L661,신장 및 요로 징후 및 증상(신장조직 검사 시행),M,,8,0.0,0.0
L6619,신장 및 요로 징후 및 증상(신장조직 검사 시행) - 특수5,L661,신장 및 요로 징후 및 증상(신장조직 검사 시행),M,,9,0.0,0.0
L6620,신장 및 요로 징후 및 증상(신장조직 검사 미시행),L662,신장 및 요로 징후 및 증상(신장조직 검사 미시행),M,,0,0.0,0.0
L6621,신장 및 요로 징후 및 증상(신장조직 검사 미시행) - 경도,L662,신장 및 요로 징후 및 증상(신장조직 검사 미시행),M,,1,0.0,0.0
L6622,신장 및 요로 징후 및 증상(신장조직 검사 미시행) - 중등도,L662,신장 및 요로 징후 및 증상(신장조직 검사 미시행),M,,2,0.0,0.0
L6623,신장 및 요로 징후 및 증상(신장조직 검사 미시행) - 중증,L662,신장 및 요로 징후 및 증상(신장조직 검사 미시행),M,,3,0.0,0.0
L6624,신장 및 요로 징후 및 증상(신장조직 검사 미시행) - 최중증,L662,신장 및 요로 징후 및 증상(신장조직 검사 미시행),M,,4,0.0,0.0
L6625,신장 및 요로 징후 및 증상(신장조직 검사 미시행) - 특수1,L662,신장 및 요로 징후 및 증상(신장조직 검사 미시행),M,,5,0.0,0.0
L6626,신장 및 요로 징후 및 증상(신장조직 검사 미시행) - 특수2,L662,신장 및 요로 징후 및 증상(신장조직 검사 미시행),M,,6,0.0,0.0
L6627,신장 및 요로 징후 및 증상(신장조직 검사 미시행) - 특수3,L662,신장 및 요로 징후 및 증상(신장조직 검사 미시행),M,,7,0.0,0.0
L6628,신장 및 요로 징후 및 증상(신장조직 검사 미시행) - 특수4,L662,신장 및 요로 징후 및 증상(신장조직 검사 미시행),M,,8,0.0,0.0
L6629,신장 및 요로 징후 및 증상(신장조직 검사 미시행) - 특수5,L662,신장 및 요로 징후 및 증상(신장조직 검사 미시행),M,,9,0.0,0.0
L6700,요도 협착,L670,요도 협착,M,,0,0.0,0.0
L6701,요도 협착 - 경도,L670,요도 협착,M,,1,0.0,0.0
L6702,요도 협착 - 중등도,L670,요도 협착,M,,2,0.0,0.0
L6703,요도 협착 - 중증,L670,요도 협착,M,,3,0.0,0.0
L6704,요도 협착 - 최중증,L670,요도 협착,M,,4,0.0,0.0
L6705,요도 협착 - 특수1,L670,요도 협착,M,,5,0.0,0.0
L6706,요도 협착 - 특수2,L670,요도 협착,M,,6,0.0,0.0
L6707,요도 협착 - 특수3,L670,요도 협착,M,,7,0.0,0.0
L6708,요도 협착 - 특수4,L670,요도 협착,M,,8,0.0,0.0
L6709,요도 협착 - 특수5,L670,요도 협착,M,,9,0.0,0.0
L6800,기타 신장 및 요로 질환,L680,기타 신장 및 요로 질환,M,,0,0.0,0.0
L6801,기타 신장 및 요로 질환 - 경도,L680,기타 신장 및 요로 질환,M,,1,0.0,0.0
L6802,기타 신장 및 요로 질환 - 중등도,L680,기타 신장 및 요로 질환,M,,2,0.0,0.0
L6803,기타 신장 및 요로 질환 - 중증,L680,기타 신장 및 요로 질환,M,,3,0.0,0.0
L6804,기타 신장 및 요로 질환 - 최중증,L680,기타 신장 및 요로 질환,M,,4,0.0,0.0
L6805,기타 신장 및 요로 질환 - 특수1,L680,기타 신장 및 요로 질환,M,,5,0.0,0.0
L6806,기타 신장 및 요로 질환 - 특수2,L680,기타 신장 및 요로 질환,M,,6,0.0,0.0
L6807,기타 신장 및 요로 질환 - 특수3,L680,기타 신장 및 요로 질환,M,,7,0.0,0.0
L6808,기타 신장 및 요로 질환 - 특수4,L680,기타 신장 및 요로 질환,M,,8,0.0,0.0
L6809,기타 신장 및 요로 질환 - 특수5,L680,기타 신장 및 요로 질환,M,,9,0.0,0.0
M0100,남성 골반 수술,M010,남성 골반 수술,S,,0,0.0,0.0
M0101,남성 골반 수술 - 경도,M010,남성 골반 수술,S,,1,0.0,0.0
M0102,남성 골반 수술 - 중등도,M010,남성 골반 수술,S,,2,0.0,0.0
M0103,남성 골반 수술 - 중증,M010,남성 골반 수술,S,,3,0.0,0.0
M0104,남성 골반 수술 - 최중증,M010,남성 골반 수술,S,,4,0.0,0.0
M0105,남성 골반 수술 - 특수1,M010,남성 골반 수술,S,,5,0.0,0.0
M0106,남성 골반 수술 - 특수2,M010,남성 골반 수술,S,,6,0.0,0.0
M0107,남성 골반 수술 - 특수3,M010,남성 골반 수술,S,,7,0.0,0.0
M0108,남성 골반 수술 - 특수4,M010,남성 골반 수술,S,,8,0.0,0.0
M0109,남성 골반 수술 - 특수5,M010,남성 골반 수술,S,,9,0.0,0.0
M0210,주요 전립선 적출술,M021,주요 전립선 적출술,S,,0,0.0,0.0
M0211,주요 전립선 적출술 - 경도,M021,주요 전립선 적출술,S,,1,0.0,0.0
M0212,주요 전립선 적출술 - 중등도,M021,주요 전립선 적출술,S,,2,0.0,0.0
M0213,주요 전립선 적출술 - 중증,M021,주요 전립선 적출술,S,,3,0.0,0.0
M0214,주요 전립선 적출술 - 최중증,M021,주요 전립선 적출술,S,,4,0.0,0.0
M0215,주요 전립선 적출술 - 특수1,M021,주요 전립선 적출술,S,,5,0.0,0.0
M0216,주요 전립선 적출술 - 특수2,M021,주요 전립선 적출술,S,,6,0.0,0.0
M0217,주요 전립선 적출술 - 특수3,M021,주요 전립선 적출술,S,,7,0.0,0.0
M0218,주요 전립선 적출술 - 특수4,M021,주요 전립선 적출술,S,,8,0.0,0.0
M0219,주요 전립선 적출술 - 특수5,M021,주요 전립선 적출술,S,,9,0.0,0.0
M0220,기타 전립선 적출술,M022,기타 전립선 적출술,S,,0,0.0,0.0
M0221,기타 전립선 적출술 - 경도,M022,기타 전립선 적출술,S,,1,0.0,0.0
M0222,기타 전립선 적출술 - 중등도,M022,기타 전립선 적출술,S,,2,0.0,0.0
M0223,기타 전립선 적출술 - 중증,M022,기타 전립선 적출술,S,,3,0.0,0.0
M0224,기타 전립선 적출술 - 최중증,M022,기타 전립선 적출술,S,,4,0.0,0.0
M0225,기타 전립선 적출술 - 특수1,M022,기타 전립선 적출술,S,,5,0.0,0.0
M0226,기타 전립선 적출술 - 특수2,M022,기타 전립선 적출술,S,,6,0.0,0.0
M0227,기타 전립선 적출술 - 특수3,M022,기타 전립선 적출술,S,,7,0.0,0.0
M0228,기타 전립선 적출술 - 특수4,M022,기타 전립선 적출술,S,,8,0.0,0.0
M0229,기타 전립선 적출술 - 특수5,M022,기타 전립선 적출술,S,,9,0.0,0.0
M0300,기타 전립선 수술,M030,기타 전립선 수술,S,,0,0.0,0.0
M0301,기타 전립선 수술 - 경도,M030,기타 전립선 수술,S,,1,0.0,0.0
M0302,기타 전립선 수술 - 중등도,M030,기타 전립선 수술,S,,2,0.0,0.0
M0303,기타 전립선 수술 - 중증,M030,기타 전립선 수술,S,,3,0.0,0.0
M0304,기타 전립선 수술 - 최중증,M030,기타 전립선 수술,S,,4,0.0,0.0
M0305,기타 전립선 수술 - 특수1,M030,기타 전립선 수술,S,,5,0.0,0.0
M0306,기타 전립선 수술 - 특수2,M030,기타 전립선 수술,S,,6,0.0,0.0
M0307,기타 전립선 수술 - 특수3,M030,기타 전립선 수술,S,,7,0.0,0.0
M0308,기타 전립선 수술 - 특수4,M030,기타 전립선 수술,S,,8,0.0,0.0
M0309,기타 전립선 수술 - 특수5,M030,기타 전립선 수술,S,,9,0.0,0.0
M0410,복잡 음경 수술,M041,복잡 음경 수술,S,,0,0.0,0.0
M0411,복잡 음경 수술 - 경도,M041,복잡 음경 수술,S,,1,0.0,0.0
M0412,복잡 음경 수술 - 중등도,M041,복잡 음경 수술,S,,2,0.0,0.0
M0413,복잡 음경 수술 - 중증,M041,복잡 음경 수술,S,,3,0.0,0.0
M0414,복잡 음경 수술 - 최중증,M041,복잡 음경 수술,S,,4,0.0,0.0
M0415,복잡 음경 수술 - 특수1,M041,복잡 음경 수술,S,,5,0.0,0.0
M0416,복잡 음경 수술 - 특수2,M041,복잡 음경 수술,S,,6,0.0,0.0
M0417,복잡 음경 수술 - 특수3,M041,복잡 음경 수술,S,,7,0.0,0.0
M0418,복잡 음경 수술 - 특수4,M041,복잡 음경 수술,S,,8,0.0,0.0
M0419,복잡 음경 수술 - 특수5,M041,복잡 음경 수술,S,,9,0.0,0.0
M0420,단순 음경 수술,M042,단순 음경 수술,S,,0,0.0,0.0
M0421,단순 음경 수술 - 경도,M042,단순 음경 수술,S,,1,0.0,0.0
M0422,단순 음경 수술 - 중등도,M042,단순 음경 수술,S,,2,0.0,0.0
